V1_Dir,V1_Action,V1_Lane_Nu,V1_Driver1,V1_Vehicle,V2_Driver1,V2_Dir,V2_Action,V2_Lane_Nu,V2_Driver_,Total_Vehi,Fatalities,Injury_Typ,Injured,Property_D,Crash_Type,Pedalcycli,Pedestrian,Motorcycli,V1_Type
N,GOING STRAIGHT,2,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,,,,0,0,1,,C,1,,NON-COLLISION,,,,"SEDAN, 4 DOOR"
E,TURNING LEFT,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,W,GOING STRAIGHT,0,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,2,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,2,59,2,,,0,PDO,ANGLE,,,,CARRY-ALL
S,TURNING RIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,VAN
W,GOING STRAIGHT,1,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,W,GOING STRAIGHT,1,24,3,,B,2,,ANGLE,,,,CARRY-ALL
W,CHANGING LANES,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,W,GOING STRAIGHT,0,34,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,1,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,W,STOPPED,1,66,2,,,0,PDO,REAR-END,,,,PICKUP
W,NOT REPORTED,2,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,W,GOING STRAIGHT,2,77,2,,C,1,,ANGLE,,,,CARRY-ALL
E,GOING STRAIGHT,3,INATTENTION/DISTRACTED,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,E,GOING STRAIGHT,3,59,2,,,0,PDO,REAR-END,,,,"SEDAN, 2 DOOR"
N,NOT REPORTED,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,W,GOING STRAIGHT,0,21,2,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
N,NOT REPORTED,0,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: HIT AND RUN: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,0,OTHER IMPROPER DRIVING,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,C,2,,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,1,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,GOING STRAIGHT,1,47,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,UNKNOWN,,,,0,0,1,,B,1,,NON-COLLISION,,YES,,"SEDAN, 4 DOOR"
W,TURNING LEFT,3,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY: MADE AN IMPROPER TURN,APPARENTLY NORMAL,E,GOING STRAIGHT,3,59,2,,B,1,,ANGLE,,,,MOTORSCOOTER
W,GOING STRAIGHT,1,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,W,STOPPED,1,71,2,,B,1,,REAR-END,,,,PICKUP
E,GOING STRAIGHT,2,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",FOLLOWED TOO CLOSELY,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",W,STOPPED,2,35,3,,C,2,,REAR-END,,,,VAN
N,GOING STRAIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
S,TURNING LEFT,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: DROVE LEFT OF CENTER: UNSAFE LANE CHANGE: OTHER IMPROPER DRIVING,APPARENTLY NORMAL,W,STOPPED,0,50,2,,C,1,,ANGLE,,,,"HARDTOP, 2 DOOR"
E,TURNING LEFT,1,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS: OTHER IMPROPER DRIVING,APPARENTLY NORMAL,S,STOPPED,1,66,2,,C,1,,ANGLE,,,,"HATCHBACK, 4 DOOR"
N,CHANGING LANES,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,0,54,2,,C,1,,ANGLE,,,,PICKUP
N,GOING STRAIGHT,2,,HIT AND RUN,APPARENTLY NORMAL,N,STOPPED,2,78,2,,C,1,,REAR-END,,,,CARRY-ALL
E,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,,,,0,0,1,,A,1,,NON-COLLISION,,YES,,CARRY-ALL
W,UNKNOWN,2,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: HIT AND RUN: UNSAFE LANE CHANGE,APPARENTLY NORMAL,W,GOING STRAIGHT,2,23,2,,,0,PDO,ANGLE,,,,
E,TURNING RIGHT,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,C,1,,NON-COLLISION,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,ILLNESS,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS: EXCEEDED AUTHORIZED SPEED LIMIT",,,,0,0,1,,,0,PDO,NON-COLLISION,,,,CARRY-ALL
N,CHANGING LANES,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,0,0,2,,,0,PDO,REAR-END,,,,CARRY-ALL
E,GOING STRAIGHT,3,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,E,STOPPED,3,47,3,,C,2,,REAR-END,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,3,INATTENTION/DISTRACTED,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,E,STOPPED,3,30,2,,C,1,,REAR-END,,,,PICKUP
E,GOING STRAIGHT,3,OTHER IMPROPER DRIVING,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,E,STOPPED,3,33,2,,C,1,,REAR-END,,,,CARRY-ALL
S,GOING STRAIGHT,2,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,2,45,4,,,0,PDO,ANGLE,,,,CARRY-ALL
E,GOING STRAIGHT,3,,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,E,STOPPED,3,46,2,,,0,PDO,REAR-END,,,,"HATCHBACK, 2 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",,,,0,0,1,,,0,PDO,NON-COLLISION,,,,CARRY-ALL
N,NOT REPORTED,3,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,3,84,3,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
N,TURNING LEFT,2,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,CONVERTIBLE
S,GOING STRAIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,,,,0,0,1,,B,1,,NON-COLLISION,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,2,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,2,39,3,,C,1,,ANGLE,,,,CARRY-ALL
W,GOING STRAIGHT,1,INATTENTION/DISTRACTED: HAD BEEN DRINKING,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,W,GOING STRAIGHT,1,61,2,,C,2,,REAR-END,,,,"HARDTOP, 2 DOOR"
S,GOING STRAIGHT,0,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: DROVE LEFT OF CENTER: HIT AND RUN: UNSAFE LANE CHANGE,,,,0,0,1,,B,1,,NON-COLLISION,,,,CARRY-ALL
W,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,77,2,,C,1,,ANGLE,,,,CARRY-ALL
W,TURNING LEFT,1,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,W,TURNING LEFT,1,49,3,,,0,PDO,HEAD-ON,,,,CARRY-ALL
N,GOING STRAIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
N,TURNING RIGHT,3,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,E,GOING STRAIGHT,3,58,2,,,0,PDO,"SIDESWIPE, MEETING",,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,1,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,STOPPED,1,82,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,OTHER IMPROPER DRIVING,DRIVING TOO FAST FOR CONDITIONS,,,,0,0,1,,,0,PDO,ANGLE,,,,VAN
S,NOT REPORTED,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,S,GOING STRAIGHT,0,52,2,,C,1,,REAR-END,,,,"HARDTOP, 4 DOOR"
N,GOING STRAIGHT,3,,HIT AND RUN,APPARENTLY NORMAL,S,GOING STRAIGHT,3,49,2,,,0,PDO,REAR-END,,,,
S,GOING STRAIGHT,1,,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,STOPPED,1,57,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,PICKUP
S,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
N,NOT REPORTED,1,APPARENTLY NORMAL,MADE AN IMPROPER TURN,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,CARRY-ALL
N,NOT REPORTED,1,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,C,1,,NON-COLLISION,,,,PICKUP
S,GOING STRAIGHT,1,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,STOPPED,1,31,2,,,0,PDO,REAR-END,,,,"SEDAN, 2 DOOR"
N,GOING STRAIGHT,2,,HIT AND RUN,APPARENTLY NORMAL,N,GOING STRAIGHT,2,25,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,
N,TURNING LEFT,1,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS: OVER-CORRECTING/OVER-STEERING: OTHER IMPROPER DRIVING,,,PARKED,1,0,2,,B,2,,ANGLE,,YES,,"HARDTOP, 4 DOOR"
E,TURNING LEFT,0,OTHER IMPROPER DRIVING,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,W,GOING STRAIGHT,0,50,2,,B,1,,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,2,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,S,GOING STRAIGHT,2,60,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
W,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,W,GOING STRAIGHT,0,41,2,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
W,TURNING LEFT,0,OTHER IMPROPER DRIVING,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,45,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,1,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,N,STOPPED,1,50,2,,C,1,,REAR-END,,,,PICKUP
E,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,N,GOING STRAIGHT,0,16,3,,B,5,,ANGLE,,,,CONVERTIBLE
S,GOING STRAIGHT,1,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,S,GOING STRAIGHT,1,34,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
N,NOT REPORTED,1,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS: FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: DROVE LEFT OF CENTER: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,1,33,2,,C,2,,ANGLE,,,,CARRY-ALL
E,GOING STRAIGHT,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,N,TURNING LEFT,0,44,2,,B,1,,ANGLE,,,,CARRY-ALL
N,GOING STRAIGHT,1,DRUG INVOLVEMENT,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,CONVERTIBLE
N,GOING STRAIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,STOPPED,0,53,2,,C,1,,REAR-END,,,,"SEDAN, 2 DOOR"
W,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,PICKUP
N,CHANGING LANES,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,N,GOING STRAIGHT,0,47,2,,C,2,,REAR-END,,,,"HATCHBACK, 4 DOOR"
S,UNKNOWN,1,,HIT AND RUN: DRIVERLESS VEHICLE,,,PARKED,1,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 2 DOOR"
S,TURNING RIGHT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,,,,0,0,1,,C,1,,NON-COLLISION,,YES,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,GOING STRAIGHT,0,22,2,,,0,PDO,ANGLE,,,,"SEDAN, 2 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,UNKNOWN,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",W,GOING STRAIGHT,0,51,2,,C,3,,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,STOPPED,0,25,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,,UNKNOWN,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,CARRY-ALL
S,GOING STRAIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,PICKUP
W,GOING STRAIGHT,0,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,W,STOPPED,0,21,2,,C,1,,REAR-END,,,,CARRY-ALL
E,GOING STRAIGHT,0,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,E,STOPPED,0,68,2,,,0,PDO,REAR-END,,,,CARRY-ALL
E,GOING STRAIGHT,1,,HIT AND RUN,APPARENTLY NORMAL,E,STOPPED,1,55,2,,C,1,,REAR-END,,,,
S,GOING STRAIGHT,4,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,S,GOING STRAIGHT,4,40,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
W,CHANGING LANES,1,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,W,GOING STRAIGHT,1,57,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,2,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,S,STOPPED,2,50,2,,C,1,,REAR-END,,,,"HATCHBACK, 2 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,STOPPED,0,24,3,,C,1,,REAR-END,,,,CARRY-ALL
S,NOT REPORTED,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,5,50,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
S,NOT REPORTED,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,B,1,,NON-COLLISION,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,1,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"HATCHBACK, 4 DOOR"
N,NOT REPORTED,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,PARKED,0,0,4,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,COUPE
N,NOT REPORTED,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS: FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: OVER-CORRECTING/OVER-STEERING: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
S,PASSING OTHER VEHICLE,0,,HIT AND RUN,APPARENTLY NORMAL,S,GOING STRAIGHT,0,61,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,
,GOING STRAIGHT,1,,,,,PARKED,1,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,E,TURNING LEFT,0,24,2,,C,2,,ANGLE,,,,"SEDAN, 4 DOOR"
N,TURNING LEFT,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: RAN OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,CONVERTIBLE
N,NOT REPORTED,0,OTHER IMPROPER DRIVING,RAN OFF ROAD: HIT AND RUN: OTHER IMPROPER DRIVING,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,4,APPARENTLY NORMAL,,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
S,CHANGING LANES,1,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,1,57,2,,,0,PDO,ANGLE,,,,CARRY-ALL
S,GOING STRAIGHT,1,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,GOING STRAIGHT,1,23,2,,,0,PDO,REAR-END,,,,CARRY-ALL
,NOT REPORTED,3,,,APPARENTLY NORMAL,N,GOING STRAIGHT,3,30,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"HATCHBACK, 4 DOOR"
N,GOING STRAIGHT,1,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,N,STOPPED,1,29,3,,C,2,,REAR-END,,,,"SEDAN, 4 DOOR"
W,TURNING LEFT,0,OTHER IMPROPER DRIVING,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,W,TURNING LEFT,0,31,2,,,0,PDO,ANGLE,,,,PICKUP
W,GOING STRAIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,W,STOPPED,0,24,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
E,NOT REPORTED,2,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,N,GOING STRAIGHT,2,35,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,HAD BEEN DRINKING,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,N,TURNING LEFT,0,40,2,,,0,PDO,ANGLE,,,,COUPE
N,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
N,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,GOING STRAIGHT,0,22,2,,B,2,,ANGLE,,,,"SEDAN, 4 DOOR"
W,NOT REPORTED,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,GOING STRAIGHT,0,0,3,,,0,PDO,ANGLE,,,,"HATCHBACK, 4 DOOR"
S,GOING STRAIGHT,3,OBSTRUCTED VIEW,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: VISIBILITY OBSTRUCTED: UNSAFE LANE CHANGE,,,,0,0,1,,A,1,,NON-COLLISION,,,,MOPED
S,DRIVERLESS-MOVING VEHICLE,0,APPARENTLY NORMAL,WRONG SIDE OR WRONG WAY: DRIVERLESS VEHICLE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
S,BACKING UP,0,APPARENTLY NORMAL,UNSAFE BACKING,APPARENTLY NORMAL,S,STOPPED,0,0,2,,,0,PDO,BACKING,,,,BUS
N,GOING STRAIGHT,3,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,STOPPED,3,27,2,,B,2,,REAR-END,,YES,,CARRY-ALL
N,TURNING RIGHT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,,,,0,0,1,,C,1,,NON-COLLISION,,YES,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,4,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,STOPPED,4,27,3,,C,2,,REAR-END,,,,PICKUP
W,GOING STRAIGHT,3,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,E,GOING STRAIGHT,3,40,3,,B,1,,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,1,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: DROVE LEFT OF CENTER: UNSAFE LANE CHANGE,,,PARKED,1,0,2,,,0,PDO,ANGLE,,,,CARRY-ALL
W,GOING STRAIGHT,0,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,W,GOING STRAIGHT,0,0,2,,,0,PDO,REAR-END,,,,"HATCHBACK, 2 DOOR"
S,GOING STRAIGHT,3,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: HIT AND RUN: UNSAFE LANE CHANGE,HAD BEEN DRINKING,S,GOING STRAIGHT,3,28,2,,,0,PDO,ANGLE,,,,PICKUP
N,GOING STRAIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,STOPPED,0,40,3,,C,1,,REAR-END,,,,"TRACTOR TRUCK, GASOLINE"
N,NOT REPORTED,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,0,49,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,B,1,,NON-COLLISION,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,2,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,GOING STRAIGHT,2,39,2,,C,1,,REAR-END,,,,"HATCHBACK, 2 DOOR"
N,NOT REPORTED,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,STOPPED,5,21,3,,,0,PDO,REAR-END,,,,"SEDAN, 2 DOOR"
S,TURNING LEFT,1,OTHER IMPROPER DRIVING,"EXCEEDED AUTHORIZED SPEED LIMIT: FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR  AGGRESSIVE MANNER: HIT AND RUN: UNSAFE LANE CHANGE",,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"HARDTOP, 4 DOOR"
N,MAKING U-TURN,1,APPARENTLY NORMAL,MADE AN IMPROPER TURN,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,UTILITY
N,GOING STRAIGHT,1,APPARENTLY NORMAL,,,,,0,0,1,,B,1,,NON-COLLISION,,YES,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,0,HAD BEEN DRINKING,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,S,GOING STRAIGHT,0,19,3,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
,TURNING LEFT,1,,,APPARENTLY NORMAL,W,GOING STRAIGHT,1,55,3,,C,1,,ANGLE,,,,
N,GOING STRAIGHT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,STOPPED,0,34,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
S,NOT REPORTED,2,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,STOPPED,2,36,2,,,0,PDO,REAR-END,,,,CARRY-ALL
N,GOING STRAIGHT,0,,HIT AND RUN,APPARENTLY NORMAL,N,STOPPED,0,25,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,1,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,E,STOPPED,1,0,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,NOT REPORTED,0,ILLNESS,RAN OFF ROAD,,,,0,0,1,,B,1,,NON-COLLISION,,,,"HARDTOP, 2 DOOR"
